,Book_Title,Author,Publisher,Published_Date,ISBN_10,ISBN_13,Page_Count,Average_Rating,Rating_Count,Sale_Country,Sale_Amount,Sale_Currency
1320,The Exorcist & Legion,['William Peter Blatty'],,1998,0748119590,9780748119592,297,,,,,
1321,The Exorcist,['R. Allan Killen'],,1974,1933618965,9781933618968,13,,,,,
1322,The Redemption,['William Peter Blatty'],Hachette UK,2011-02-03,1466833416,9781466833418,320,3,1,,,
1326,The Gruffalo,['Julia Donaldson'],Pan Macmillan,2016-04-21,1509804757,9781509804757,32,4.5,26,,,
1327,Let's Read! the Gruffalo,['Julia Donaldson'],,2013,023077184X,9780230771840,29,,,,,
1328,The Gruffalo's Child,['Julia Donaldson'],Pan Macmillan,2005,1405020466,9781405020466,32,,,,,
1329,The Gruffalo 20th Anniversary Edition,['Julia Donaldson'],Macmillan Children's Books,2019-01-10,1509894136,9781509894130,40,,,,,
1330,The Gruffalo / The Gruffalo's Child Boxed Set,['Julia Donaldson'],,2010-11-01,0230753639,9780230753631,,4.5,25,,,
1331,The Gruffalo Activity Book,['Julia Donaldson'],Pan Macmillan,2007,0230528813,9780230528819,16,4.5,25,,,
1332,The Gruffalo Sound Book,['Julia Donaldson'],Macmillan,2010,023074866X,9780230748668,32,,,,,
1333,Geordie Gruffalo,['Julia Donaldson'],,2016-09-06,1785300660,9781785300660,,,,,,
1334,Gruffalo and Friends Bedtime Bookcase,"['Julia Donaldson', 'Pan Pan Macmillan']",Macmillan Children's Books,2015-10-27,1509804323,9781509804320,,,,,,
1335,The Gruffalo's Child Sound Book,['Julia Donaldson'],Macmillan Children's Books,2013,0230757456,9780230757455,32,,,,,
1336,Fifty Shades Darker,['E. L. James'],Vintage,2017,0525431888,9780525431886,550,3.5,3066,,,
1337,Summary of Fifty Shades Darker by El James - Finish Entire Novel in 15 Minutes,['Speedyreads'],Blurb,2018-02-14,138890196X,9781388901967,40,,,,,
1338,Fifty Shades Trilogy,['E. L. James'],Vintage Books,2012,034580404X,9780345804044,1664,4.5,57,,,
1339,Fifty Shades Trilogy,['E. L. James'],Vintage Books,2012,034580404X,9780345804044,1664,4.5,58,,,
1340,Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed,['E L James'],Random House,2012-06-14,1448150760,9781448150762,1134,4,73,,,
1341,Fifty Shades from Christian’s Point of View,['E L James'],Random House,2017-11-28,1473558972,9781473558977,,,,,,
1342,Fifty Shades Freed (Movie Tie-In),['E. L. James'],Vintage,2018-01-16,0525436200,9780525436201,592,3,155,,,
1343,Fifty Shades Trilogy: Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed,['E L James'],Random House,2012-06-14,1448150620,9781448150625,800,4,227,,,
1344,Fifty Shades Trilogy Bundle,['E L James'],Vintage,2012-04-17,0345803574,9780345803573,1700,4,1195,US,19.99,USD
1345,"Summary of Fifty Shades of Grey, Fifty Shades Freed, Fifty Shades Darker, and Grey",['Speedyreads'],Blurb,2018-02-28,1388871637,9781388871635,326,,,,,
1346,"Ronia, The Robber's Daughter",['Astrid Lindgren'],OUP Oxford,2010-07-01,0192789945,9780192789945,208,4.5,15,,,
1347,"Ronia, The Robber's Daughter",['Astrid Lindgren (iró)'],,1985,1276211392,9781276211390,,,,,,
1349,The Cat in the Hat,['Dr. Seuss'],RH Childrens Books,2013-09-24,0385372019,9780385372015,72,4,3772,US,7.99,USD
1350,Dr. Seuss' the Cat in the Hat,"['Jim Thomas', 'Dr. Seuss', 'Random House']",Random House Books for Young Readers,2003,0375824707,9780375824708,128,,,,,
1351,Dr. Seuss' The Cat in the Hat Movie Storybook,"['Justine Fontes', 'Ron Fontes']",Random House Books for Young Readers,2003,0375825029,9780375825026,48,4,1,,,
1352,Now You See Me... (Dr. Seuss/Cat in the Hat),['Tish Rabe'],Random House Books for Young Readers,2012-09-11,0449814033,9780449814031,32,,,US,4.99,USD
1353,Dr. Seuss' The Cat in the Hat,"['Dr. Seuss', 'Alec Berg', 'David Mandel', 'Jeff Schaffer']",HarperCollins Children's Books,2004-02,0007162359,9780007162352,136,,,,,
1354,The Cat in the Hat Comes Back,['Dr. Seuss'],RH Childrens Books,2013-09-24,0385373511,9780385373517,72,4,21,US,7.99,USD
1355,Dr. Seuss - the Cat in the Hat [60th Anniversary Edition],['Seuss'],,2017-03-01,0008219613,9780008219611,64,,,,,
1357,"Hello, My Baby (Dr. Seuss/Cat in the Hat)",['Tish Rabe'],Random House Books for Young Readers,2013,0449814343,9780449814345,12,,,,,
1358,The Cat's Quizzer,['Dr. Seuss'],Random House Books for Young Readers,1976,0394832965,9780394832968,62,4.5,2,,,
1359,Diana,['Andrew Morton'],Simon and Schuster,2009-12-01,1439187886,9781439187883,432,3.5,5,US,14.99,USD
1360,Diana: Her True Story - In Her Own Words,['Andrew Morton'],Michael O'Mara Books,2017-06-22,1782436936,9781782436935,448,5,3,,,
1361,Diana: Vrai Histoire/ Diana: Her True Story,['Andrew Morton'],Distribooks Incorporated,1997-09-01,226605516X,9782266055161,255,,,,,
1362,The Diana Chronicles,['Tina Brown'],Anchor,2007-06-12,0385522886,9780385522885,368,3.5,15,US,11.99,USD
1363,Diana,['Sarah Bradford'],Penguin,2007-07-03,1101533242,9781101533246,464,5,2,US,18.99,USD
1364,Diana,['Lisa Owings'],ABDO Publishing Company,2012-09-01,161480172X,9781614801726,112,,,US,48.5,USD
1365,World Famous Royal Scandals: Princess Diana,['Rowan Wilson'],Magpie,2011-08-18,1780333366,9781780333366,224,,,US,0.99,USD
1366,Mourning Diana,"['Adrian Kear', 'Deborah Lynn Steinberg']",Routledge,2002-01-22,113465040X,9781134650408,232,,,US,46.95,USD
1367,Diana Style,['Colin McDowell'],Macmillan,2007-08-21,0312375379,9780312375379,240,,,,,
1368,Diana,"['Tim Clayton', 'Phil Craig']",Simon and Schuster,2013-12-10,1439118035,9781439118030,416,,,US,15.99,USD
1369,The Help,['Kathryn Stockett'],Penguin,2009-02-10,1440697663,9781440697661,544,4,4167,US,12.99,USD
1370,The Help - Teaching Unit,['Kathryn Stockett'],,2012-01-01,1620190753,9781620190753,,,,,,
1371,The Help - Downloadable Teaching Unit,['Kathryn Stockett'],,2012-01-01,1620190761,9781620190760,,,,,,
1372,The Help by Kathryn Stockett (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-02-26,2806273714,9782806273710,24,,,,,
1373,"Bookclub-In-a-Box Discusses the Help, by Kathryn Stockett","['Marilyn Herbert', 'Rona Arato']",Bookclub-in-a-Box,2011-08-01,1897082851,9781897082850,85,,,,,
1374,The help (Versione italiana),['Kathryn Stockett'],Edizioni Mondadori,2012-01-03,8852022198,9788852022197,528,4.5,7,,,
1375,"Institutional Racism and Individual Racsim in ""the Help"" by Kathryn Stockett",['Ngọc Anh Nguyễn'],,2017,1137446269,9781137446268,,,,,,
1376,From Uncle Tom's Cabin to The Help,"['C. Garcia', 'V. Young', 'C. Pimentel']",Springer,2014-08-13,1469615932,9781469615936,255,,,US,74.99,USD
1377,Southern Cultures: The Help Special Issue,"['Harry L. Watson', 'Jocelyn Neal']",UNC Press Books,2014-02-14,1410347931,9781410347930,112,,,US,4.99,USD
1379,Catch 22,['Joseph Heller'],,2011,0606237801,9780606237802,432,4,230,,,
1380,"Catch-22 - Joseph Heller, New Edition",['Sterling Professor of the Humanities Harold Bloom'],Infobase Publishing,2009-01-01,1438113749,9781438113746,293,,,,,
1381,Joseph Heller's Catch-22,['Harold Bloom'],Infobase Publishing,2009-01-01,1438117094,9781438117096,149,,,,,
1382,"Catch-22, Joseph Heller",['Joseph Heller'],Spark Publishing Group,2008-06-01,1411407180,9781411407183,96,,,,,
1383,Clevinger's Trial (from Catch-22),['Joseph Heller'],"Samuel French, Inc.",1973,0573642230,9780573642234,22,5,1,,,
1384,Catch-22,"['Books, LLC']","Books LLC, Wiki Series",2011-07-05,1156767806,9781156767801,32,,,,,
1385,Catch-22,['Joseph Heller'],,1973,1446466760,9781446466766,562,,,,,
1386,Catch-22: 50th Anniversary Edition,['Joseph Heller'],Random House,2011-06-23,164542295X,9781645422952,544,5,1,,,
1387,Study Guide to Catch-22 by Joseph Heller,['Intelligent Education'],Influence Publishers,2020-02-15,1230600167,9781230600161,172,,,US,5.99,USD
1389,The Stranger - Albert Camus,['Harold Bloom'],Infobase Publishing,2009,1438114222,9781438114224,168,,,,,
1390,The Stranger,['Albert Camus'],Vintage,2012-08-08,0307827666,9780307827661,144,3.5,178,US,11.99,USD
1391,Albert Camus’s The Stranger,['Peter Francev'],Cambridge Scholars Publishing,2014-06-26,1443862452,9781443862455,310,,,US,101.95,USD
1392,Looking for The Stranger,['Alice Kaplan'],University of Chicago Press,2016-09-16,022624167X,9780226241678,289,,,,,
1393,A Study Guide for Albert Camus's The Stranger,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-03-13,1410336557,9781410336552,15,,,US,3.99,USD
1394,Camus: The Stranger,['Patrick McCarthy'],Cambridge University Press,2004-01-19,0521539773,9780521539777,109,4,2,,,
1395,The Stranger by Albert Camus Summary and Analysis,['Chris Hughes'],Createspace Independent Publishing Platform,2016-06-30,153501248X,9781535012485,34,,,,,
1396,The Stranger by Albert Camus,"['Ray Moore', 'Ray Moore M a']",Createspace Independent Publishing Platform,2016-01-15,1523418931,9781523418930,52,,,,,
1397,Albert Camus's The Stranger,['Harold Bloom'],Chelsea House Pub,2011,1604135808,9781604135800,166,,,,,
1399,Eye of the Needle,['Ken Follett'],Pan Macmillan,2008-09-04,0330465562,9780330465564,,3,1,,,
1400,Eye of the Needle & Whiteout,['Ken Follett'],,2007,0330452053,9780330452052,935,,,,,
1401,Eye of the Needle a S/Wx10,['Ken Follett'],Orbit Books,1987-01-01,0751598372,9780751598377,,,,,,
1402,"A Study Guide for Alice Sebold's ""The Lovely Bones""","['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-03-13,1410319687,9781410319685,15,,,US,3.99,USD
1403,The Lovely Bones,['Alice Sebold'],Oberon Books,2018-11-17,1786826704,9781786826701,184,4,73,,,
1404,The Lovely Bones by Alice Sebold (Book Analysis),['Bright Summaries'],BrightSummaries.com,2019-04-03,2808017642,9782808017640,46,,,,,
1405,The Lovely Bones A Format Special Sales,['Alice Sebold'],,2009-07-01,0330511920,9780330511926,328,,,,,
1406,The Lovely Bones: Picador 40th Anniversary Edition,['Alice Sebold'],Picador,2012-03-01,1743294964,9781743294963,352,1,1,,,
1409,The Lovely Bones - 101 Amazingly True Facts You Didn't Know,['G Whiz'],101BookFacts.com (pub-5999650418488591),2013-12-20,1311210199,9781311210197,,,,US,3.99,USD
1410,The Almost Moon,['Alice Sebold'],"Little, Brown",2007-10-16,0316022837,9780316022835,304,3,3,US,9.99,USD
1411,The Story of Before,['Susan Stairs'],,2014,0857899082,9780857899088,384,,,,,
1412,Wild Swans,['Jung Chang'],Simon and Schuster,2008-06-20,1439106495,9781439106495,544,4,62,US,14.99,USD
1413,Wild Swans: Three Daughters of China,['Jung Chang'],HarperCollins UK,2011-10-27,0007379870,9780007379873,720,5,1,,,
1414,"Chinese women in Jung Chang's ""Wild swans: three daughters of China"" and Adeline Yen Mah's ""Falling leaves: the true story of an unwanted chinese daughter""","['Ana Stranščak', 'Meta Grosman']",,2003,0007948751,9780007948758,158,,,,,
1416,Santa Evita,['Tomás Eloy Martínez'],Vintage,1997,0679768149,9780679768142,371,3,10,,,
1417,Santa Evita,['Tomás Eloy Martínez'],Vintage Espanol,1995,3640443713,9783640443710,394,,,,,
1418,La versión narrativa del mito de Santa evita en Tomás Eloy Martínez,"['Cristo Rafael Figueroa Sánchez', 'Alejandro González Urrego']",,2010,8581484875,9788581484877,,,,,,
1425,Night,['Elie Wiesel'],Hill and Wang,2012-02-07,1466805366,9781466805361,144,4.5,96,US,11,USD
1426,Elie Wiesel's Night,['Harold Bloom'],Infobase Publishing,2010,160413867X,9781604138672,198,4.5,2,,,
1427,Night,['Elie Wiesel'],Hill and Wang,2017-09-12,0374717265,9780374717261,176,,,US,9.99,USD
1428,A Study Guide to Elie Wiesel's Night,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410335240,9781410335241,15,,,US,3.99,USD
1429,Night Sparknotes Literature Guide,"['Sparknotes', 'Elie Wiesel']",Spark Notes,2014-01-30,1411469704,9781411469709,96,,,,,
1430,Night - Elie Wiesel,['Harold Bloom'],Infobase Publishing,2009-01-01,1438114079,9781438114071,199,5,1,,,
1431,Genocide in Elie Wiesel's Night,['Louise Hawker'],"Greenhaven Press, Incorporated",2009,073774393X,9780737743937,185,,,,,
1432,"Night, Elie Wiesel","['John F. Savage', 'Audrey A. Friedman']",,1998,0760884331,9780760884331,32,,,,,
1433,The Night Trilogy,['Elie Wiesel'],Macmillan,2008-04-15,0809073641,9780809073641,339,5,2,,,
1434,Legacy of Night,['Ellen S. Fine'],SUNY Press,1983-06-01,1438402791,9781438402796,276,3,2,US,32.95,USD
1435,Confucius from the Heart,"['Yu Dan', 'Esther Tyldesley']",Simon and Schuster,2009-10-27,1416596569,9781416596561,182,4,1,,,
1437,Confucius,['Michael Schuman'],Basic Civitas Books,2015-03-03,046502551X,9780465025510,320,,,,,
1438,The Total Woman,['Marabel Morgan'],Fleming H. Revell Company,1973,0800706080,9780800706081,192,4,1,,,
1439,The Total Woman Cookbook,['Marabel Morgan'],,1980,0800710940,9780800710941,320,,,,,
1440,The Embrace of Eros,['Margaret D. Kamitsuka'],Fortress Press,2010,1451413513,9781451413519,368,,,US,35,USD
1441,The Age of Evangelicalism,['Steven P. Miller'],Oxford University Press,2014-04-10,0199778027,9780199778027,272,4,1,US,22.99,USD
1442,Religions of the United States in Practice,['Colleen McDannell'],Princeton University Press,2001-11-18,0691010013,9780691010014,488,,,,,
1443,Daughters of the Church,"['Ruth A. Tucker', 'Walter L. Liefeld']",Zondervan,2010-08-10,0310877466,9780310877462,556,4,1,US,10.99,USD
1444,The Columbia Documentary History of Religion in America Since 1945,"['Paul Harvey', 'Philip Goff']",Columbia University Press,2005-04-26,0231510365,9780231510363,584,,,US,44.99,USD
1445,The New Assertive Woman,"['Lynn Z. Bloom', 'Karen Coburn', 'Joan Crystal Pearlman']","Wellness Institute, Inc.",2000,158741029X,9781587410291,198,,,,,
1446,"Genre, Reception, and Adaptation in the Twilight Series",['Anne Morey'],"Ashgate Publishing, Ltd.",2012,1409436624,9781409436621,236,3,1,,,
1447,The House of Zondervan,['Jim Ruark'],Zondervan,2011-10-11,0310866278,9780310866275,224,,,US,1.99,USD
1448,"The Knowledge-value Revolution, Or, A History of the Future",['Taichi Sakaiya'],Kodansha Amer Incorporated,1992,4770017022,9784770017024,379,4,1,,,
1449,Current Economic Problems In China,['Kwok-Kwan Fung'],Routledge,2019-09-10,0429724993,9780429724992,190,,,US,58.95,USD
1450,Problems of the Planned Economy,"['John Eatwell', 'Murray Milgate', 'Peter Newman']",Springer,1990-07-23,1349208639,9781349208630,268,,,US,59.99,USD
1456,What Color Is Your Parachute?,['Richard Nelson Bolles'],"Random House Digital, Inc.",2010,158008009X,9781580080095,59,3,3,,,
1457,What Color Is Your Parachute? For Teens,"['Richard Nelson Bolles', 'Carol Christen']","Random House Digital, Inc.",2006,1580087132,9781580087131,167,5,1,,,
1458,What Color Is Your Parachute? 2011,['Richard Nelson Bolles'],Ten Speed Press,2010-08-17,158008267X,9781580082679,336,4.5,11,,,
1459,What Color is Your Parachute?,['Richard Nelson Bolles'],Clarkson Potter,2017-08,039957963X,9780399579639,354,,,,,
1460,What Color is Your Parachute? for Teens,"['Carol Christen', 'Richard Nelson Bolles']","Random House Digital, Inc.",2010,158008141X,9781580081412,178,,,,,
1461,What Color Is Your Parachute 2015,['Richard N. Bolles'],,2014-08-12,0606366377,9780606366373,368,4.5,8,,,
1462,What Color is Your Parachute?,['Richard Nelson Bolles'],Ten Speed Press,2008,1580089305,9781580089302,407,4.5,14,,,
1463,What Color Is Your Parachute? 2019,['Richard N. Bolles'],Ten Speed Press,2018-08-14,0399581707,9780399581700,352,4,4,,,
1464,"What Color Is Your Parachute? for Retirement, Second Edition","['John E. Nelson', 'Richard N. Bolles']",Ten Speed Press,2011-09-21,1607743310,9781607743316,288,,,US,12.99,USD
1465,What Color Is Your Parachute? 2012,['Richard Nelson Bolles'],"Random House Digital, Inc.",2011-08,1607740117,9781607740117,364,5,2,,,
1466,The Dukan Diet,['Dr. Pierre Dukan'],Harmony,2011-04-19,0307887979,9780307887979,304,3.5,18,US,13.99,USD
1467,The Dukan Diet Made Easy,['Dr. Pierre Dukan'],Harmony,2014-05-20,0553418122,9780553418125,240,3.5,2,US,11.99,USD
1468,The Dukan Diet Recipe Book,['Pierre Dukan'],Hodder Paperbacks,2015-05-28,1444710362,9781444710366,,,,,,
1469,Dukan Diet 2 - The 7 Steps,['Dr Pierre Dukan'],Hachette UK,2015-01-01,147360995X,9781473609952,416,,,,,
1470,The Dukan Diet,['Pierre Dukan'],Yellow Kite,2021-01-07,1473698073,9781473698079,384,,,,,
1471,The Dukan Diet Life Plan,['Pierre Dukan'],,2011,144473606X,9781444736069,255,,,,,
1472,The Dukan Diet Oat Bran,['Pierre Dukan'],,2013-01-01,1444756958,9781444756951,185,,,,,
1473,The Dukan Diet Cookbook,['Pierre Dukan'],Random House Canada,2012-03-27,0307361578,9780307361578,320,4,3,,,
1474,The Dukan Diet Desserts and Patisseries,['Dr Pierre Dukan'],Hachette UK,2013-05-23,1444757962,9781444757965,224,,,,,
1475,The Dukan Diet 100 Eat As Much As You Want Foods,['Dr Pierre Dukan'],Hachette UK,2012-07-19,1444757873,9781444757873,224,5,1,,,
1476,The Joy of Sex,['Alex Comfort'],Simon and Schuster,2003-11,074347774X,9780743477741,240,4.5,2,,,
1477,The New Joy of Sex,['Alex Comfort'],Simon and Schuster,1991,0671778595,9780671778590,256,5,3,,,
1478,The Joy of Sex,['Alex Comfort'],Crown,2002,1845337433,9781845337438,240,3,2,,,
1479,The Joy of Sex,"['Alex Comfort', 'Susan Quilliam']",Mitchell Beazley,2012-01-10,1784724084,9781784724085,288,4.5,4,,,
1480,The Joy of Sex [Facsimile of the First Edition 1972],['Alex Comfort'],Mitchell Beazley,2017-05-25,0671906194,9780671906191,256,,,,,
1481,The New Joy of Sex - More Joy of Sex,"['Alex Comfort', 'Alex Comfort, M.D., D.SC.']",,1994-10,0718148371,9780718148379,,,,,,
1483,The Joy of No Sex,"['Will Smith', 'Roger Drew']",Michael Joseph,2005,1845335686,9781845335687,245,,,,,
1486,The Gospel According to Peanuts,['Robert L. Short'],Westminster John Knox Press,2000-01-01,0664222226,9780664222222,130,4.5,11,,,
1487,The Gospel According to Peanuts,['Robert L. Short'],Westminster John Knox Press,1965,0804219680,9780804219686,127,,,,,
1488,Short Meditations on the Bible and Peanuts,['Robert L. Short'],Westminster John Knox Press,1990-01-01,0664251528,9780664251529,143,,,,,
1489,The Gospel According to Dogs,['Robert L. Short'],Harper Collins,2009-10-13,0061744530,9780061744532,128,,,US,5.99,USD
1490,The Parables of Peanuts,['Robert L. Short'],Harper Collins,2002-02-19,0060011610,9780060011611,336,5,1,,,
1491,The Parables of Dr. Seuss,['Robert L. Short'],Westminster John Knox Press,2008-01-01,0664230474,9780664230470,95,5,1,,,
1492,The Gospel According to the Simpsons,['Mark I. Pinsky'],Westminster John Knox Press,2001-01-01,0664224199,9780664224196,164,3.5,13,,,
1493,The Art of Teaching the Bible,['Christine Eaton Blair'],Geneva Press,2001-01-01,0664501486,9780664501488,138,,,,,
1494,Welcome to the Dreamhouse,['Lynn Spigel'],Duke University Press,2001-05-11,0822383179,9780822383178,438,,,US,30.95,USD
1496,Life of Pi,"['Marilyn Herbert', 'Yann Martel']",Bookclub-in-a-Box,2005-11-01,0973398477,9780973398472,32,,,,,
1497,Life of Pi,['Yann Martel'],Houghton Mifflin Harcourt,2002-06-04,0547416113,9780547416113,336,3.5,2808,US,9.99,USD
1498,Life of Pi (Illustrated),['Yann Martel'],Houghton Mifflin Harcourt,2007-02-01,0156035812,9780156035811,336,3.5,2831,US,11.99,USD
1499,Life of Pi - CANCELED,['Yann Martel'],Houghton Mifflin Harcourt,2015-12-31,0547350651,9780547350653,336,4,7,,,
1500,"Life of Pi, Mit 1 Audio-CD. Level 4 (A2/B1)",['Yann Martel'],,2015,3852729289,9783852729282,64,,,,,
1501,Life Of Pi : Illustrated Edition,"['Yann Martel', 'Yann']",,2006-11,1841958492,9781841958491,336,,,,,
1502,Life of Pi by Yann Martel (Book Analysis),['Bright Summaries'],BrightSummaries.com,2019-03-28,2808015895,9782808015899,44,,,,,
1503,"A Study Guide (New Edition) for Yann Martel's ""The Life of Pi""","['Gale, Cengage']","Gale, Cengage",,0028665805,9780028665801,23,,,US,3.99,USD
1504,Quicklet on Yann Martel's Life Of Pi,['Zakia Uddin'],Hyperink Inc,2011-12-06,1614647992,9781614647997,40,,,,,
1505,Life of Pi - 101 Amazingly True Facts You Didn't Know,['G Whiz'],101BookFacts.com (pub-5999650418488591),2013-12-20,1310919933,9781310919930,,,,US,3.99,USD
1506,The Giver,['Lois Lowry'],Houghton Mifflin Harcourt,2014-07-01,054434068X,9780544340688,240,4,3953,,,
1507,The Giver,"['Scholastic, Inc. Staff', 'Lois Lowry']",Scholastic Inc.,1997,0590373587,9780590373586,16,,,,,
1508,The Giver (Graphic Novel),['Lois Lowry'],Houghton Mifflin Harcourt,2019-02-05,1328631826,9781328631824,192,,,US,8.99,USD
1509,The Giver Quartet,['Lois Lowry'],Houghton Mifflin Harcourt,2014,0544340973,9780544340978,772,5,4,,,
1510,Summary - the Giver,"['The Summary Guy', 'Lois Lowry']",Createspace Independent Publishing Platform,2017-04-13,1545355258,9781545355251,38,,,,,
1511,The Giver,"['Terry House', 'Lois Lowry']",Saddleback Educational Publ,2006-08-01,1599051095,9781599051093,42,4,10,,,
1512,Son (The Giver Quartet),['Lois Lowry'],HarperCollins UK,2014-07-31,0007597312,9780007597314,400,3.5,68,,,
1513,"Novel Ties, the Giver, Lois Lowry",['Kathleen M. Fischer'],,1995,2806280494,9782806280497,31,,,,,
1514,The Giver by Lois Lowry (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-10-12,1438123256,9781438123257,56,,,,,
1517,One is the Sun,['Patricia Nell Warren'],,2001,0964109980,9780964109988,535,,,,,
1521,The Wild Man,['Patricia Nell Warren'],,2001,068803022X,9780688030223,317,4.5,2,,,
1526,The Goal,"['Eliyahu M. Goldratt', 'Jeff Cox']",Routledge,2016-08-12,1351982117,9781351982115,374,4,21,,,
1527,The Goal,['Instaread'],Instaread Summaries,2015-10-28,1944195246,9781944195243,32,,,US,2.99,USD
1528,The Goal,"['Eliyahu M. Goldratt', 'Jeffrey Cox']","Gower Publishing Company, Limited",1993,0566074184,9780566074189,333,4,21,,,
1529,Summary of The Goal,['Instaread Summaries'],Idreambooks,2016-04-05,1945272163,9781945272165,30,,,,,
1530,The Goal,"['Dwight Jon Zimmerman', 'Eliyahu M. Goldratt']",North River Press,2017-08-08,0884272079,9780884272076,129,,,,,
1531,The Goal II,['Eliyahu M. Goldratt'],,2005,8185984107,9788185984100,283,,,,,
1532,Amaç -The Goal,"['Eliyahu M. Goldratt', 'Jeff Cox']",Optimist Yayın Grubu,2015-09,6052261056,9786052261057,428,,,,,
1533,The Goal,"['Eliyahu M. Goldratt', 'Jeff Cox']",,2013,8185984565,9788185984568,342,4,21,,,
1534,The Haystack Syndrome,['Eliyahu M. Goldratt'],,2006,0884271846,9780884271840,262,4,2,,,
1535,Introduction to the Theory of Constraints (TOC) Management System,"['Thomas B. McMullen, Jr']",CRC Press,1998-04-13,1574440667,9781574440669,320,,,,,
1536,Fahrenheit 451,['Harold Bloom'],Infobase Publishing,2008,1438113846,9781438113845,142,,,,,
1537,Fahrenheit 451,['Ray Bradbury'],Dramatic Publishing,1986,0871293102,9780871293107,96,4,10,,,
1538,Fahrenheit 451 [TV Tie-In Edition],['Ray Bradbury'],Voyager,2018-04,000830369X,9780008303693,400,4,2104,,,
1539,A Study Guide for Ray Bradbury's Fahrenheit 451,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410335798,9781410335791,15,,,US,3.99,USD
1540,Fahrenheit 451,['Ray Bradbury'],SparkNotes,2014-02-01,1411469534,9781411469532,76,,,,,
1541,Ray Bradbury's Fahrenheit 451,['Ray Bradbury'],Hill and Wang,2019-04-16,146689914X,9781466899148,160,3.5,6,US,9.99,USD
1542,Ray Bradbury's Fahrenheit 451,['Harold Bloom'],Chelsea House Pub,2007,1438114494,9781438114491,96,4,3,,,
1543,Fahrenheit 451,['Harold Bloom'],Infobase Publishing,2007,4871871142,9784871871143,97,2.5,4,,,
1546,Angela's Ashes,['Frank McCourt'],Simon and Schuster,1996,0684874350,9780684874357,364,3.5,206,,,
1547,A Study Guide for Frank McCourt's Angela's Ashes,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410335216,9781410335210,15,,,US,3.99,USD
1548,Angela's Ashes,['Frank McCourt'],HarperPerennial,1999,0006510345,9780006510345,426,4,191,,,
1549,QBD Angela's Ashes,['Frank McCourt'],Fourth Estate,2016-09-01,0007956304,9780007956302,,,,,,
1550,Angela's Ashes and 'Tis,['Frank McCourt'],Scribner,2000-11-01,0743204018,9780743204019,736,5,1,,,
1551,Spark Notes - Angela's Ashes,['Frank McCourt'],Spark Publishing Group,2002-07-15,1586634690,9781586634698,84,,,,,
1552,A Study Guide for 'Angela's Ashes' by Frank McCourt,['Carol Alexander'],,2002,1553199898,9781553199892,31,,,,,
1553,Angela's Ashes: (Accelerated Reader),['Frank McCourt'],,,1586634690,9781586634698,364,,,,,
